code,title,unit_id,distance,school_type,school_main_campus,credential_level,4_yr_median_earnings,4_yr_working_count,debt_median,debt_median_payment,school_name
5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",136215,1,"Private, nonprofit",1,6,125461.0,380.0,210049.0,2389.0,Nova Southeastern University
5122,Public Health.,136215,1,"Private, nonprofit",1,5,67863.0,43.0,51097.0,581.0,Nova Southeastern University
5123,Rehabilitation and Therapeutic Professions.,136215,1,"Private, nonprofit",1,5,70060.0,87.0,91554.0,1041.0,Nova Southeastern University
5123,Rehabilitation and Therapeutic Professions.,136215,1,"Private, nonprofit",1,6,75551.0,152.0,142062.0,1616.0,Nova Southeastern University
5127,Medical Illustration and Informatics.,136215,1,"Private, nonprofit",1,5,87735.0,18.0,80624.0,917.0,Nova Southeastern University
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",136215,3,"Private, nonprofit",1,3,73951.0,403.0,26250.0,278.0,Nova Southeastern University
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",136215,1,"Private, nonprofit",1,5,103665.0,109.0,70148.0,798.0,Nova Southeastern University
5202,"Business Administration, Management and Operations.",136215,1,"Private, nonprofit",1,3,51285.0,98.0,25475.0,270.0,Nova Southeastern University
5202,"Business Administration, Management and Operations.",136215,1,"Private, nonprofit",1,5,71855.0,602.0,55500.0,631.0,Nova Southeastern University
5203,Accounting and Related Services.,136215,1,"Private, nonprofit",1,5,76940.0,161.0,48816.0,555.0,Nova Southeastern University
5208,Finance and Financial Management Services.,136215,1,"Private, nonprofit",1,3,65380.0,21.0,23000.0,244.0,Nova Southeastern University
5210,Human Resources Management and Services.,136215,1,"Private, nonprofit",1,5,65007.0,113.0,61500.0,700.0,Nova Southeastern University
5216,Taxation.,136215,1,"Private, nonprofit",1,5,83545.0,25.0,47500.0,540.0,Nova Southeastern University
1312,"Teacher Education and Professional Development, Specific Levels and Methods.",136233,2,Public,1,3,40441.0,33.0,11750.0,125.0,Northwest Florida State College
2401,"Liberal Arts and Sciences, General Studies and Humanities.",136233,3,Public,1,2,34673.0,237.0,5500.0,58.0,Northwest Florida State College
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",136233,1,Public,1,2,54920.0,43.0,7532.0,80.0,Northwest Florida State College
5202,"Business Administration, Management and Operations.",136233,2,Public,1,3,49324.0,57.0,7495.0,79.0,Northwest Florida State College
1311,Student Counseling and Personnel Services.,136330,1,"Private, nonprofit",1,5,49137.0,20.0,43318.0,493.0,Palm Beach Atlantic University
1312,"Teacher Education and Professional Development, Specific Levels and Methods.",136330,1,"Private, nonprofit",1,3,45325.0,28.0,23616.0,250.0,Palm Beach Atlantic University
2601,"Biology, General.",136330,1,"Private, nonprofit",1,3,38880.0,19.0,19500.0,207.0,Palm Beach Atlantic University
3906,Theological and Ministerial Studies.,136330,1,"Private, nonprofit",1,3,34877.0,22.0,25279.0,268.0,Palm Beach Atlantic University
4201,"Psychology, General.",136330,2,"Private, nonprofit",1,3,39584.0,72.0,22844.0,242.0,Palm Beach Atlantic University
5115,Mental and Social Health Services and Allied Professions.,136330,1,"Private, nonprofit",1,5,46106.0,109.0,51043.0,581.0,Palm Beach Atlantic University
5120,"Pharmacy, Pharmaceutical Sciences, and Administration.",136330,0,"Private, nonprofit",1,6,127040.0,130.0,228375.0,2598.0,Palm Beach Atlantic University
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",136330,2,"Private, nonprofit",1,3,61117.0,54.0,24979.0,265.0,Palm Beach Atlantic University
5202,"Business Administration, Management and Operations.",136330,2,"Private, nonprofit",1,3,45257.0,26.0,19303.0,205.0,Palm Beach Atlantic University
5202,"Business Administration, Management and Operations.",136330,2,"Private, nonprofit",1,5,65749.0,75.0,33225.0,378.0,Palm Beach Atlantic University
5210,Human Resources Management and Services.,136330,3,"Private, nonprofit",1,3,45934.0,62.0,28089.0,298.0,Palm Beach Atlantic University
1110,Computer/Information Technology Administration and Management.,136358,1,Public,1,3,63066.0,30.0,10150.0,108.0,Palm Beach State College
1204,Cosmetology and Related Personal Grooming Services.,136358,1,Public,1,1,29926.0,54.0,4500.0,48.0,Palm Beach State College
2401,"Liberal Arts and Sciences, General Studies and Humanities.",136358,1,Public,1,2,34620.0,1399.0,6139.0,65.0,Palm Beach State College
4301,Criminal Justice and Corrections.,136358,1,Public,1,1,69281.0,139.0,4892.0,52.0,Palm Beach State College
5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",136358,1,Public,1,1,50192.0,75.0,4025.0,43.0,Palm Beach State College
5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",136358,1,Public,1,2,54971.0,37.0,11250.0,119.0,Palm Beach State College
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",136358,1,Public,1,2,61869.0,129.0,8750.0,93.0,Palm Beach State College
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",136358,1,Public,1,3,79219.0,16.0,10500.0,111.0,Palm Beach State College
5139,"Practical Nursing, Vocational Nursing and Nursing Assistants.",136358,1,Public,1,1,36893.0,27.0,6014.0,64.0,Palm Beach State College
5202,"Business Administration, Management and Operations.",136358,1,Public,1,3,48399.0,171.0,12052.0,128.0,Palm Beach State College
2401,"Liberal Arts and Sciences, General Studies and Humanities.",136400,3,Public,1,2,34567.0,626.0,8125.0,86.0,Pasco-Hernando State College
5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",136400,1,Public,1,2,42687.0,36.0,6500.0,69.0,Pasco-Hernando State College
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",136400,1,Public,1,2,65423.0,215.0,11162.0,118.0,Pasco-Hernando State College
1204,Cosmetology and Related Personal Grooming Services.,136473,1,Public,1,1,19755.0,51.0,3500.0,37.0,Pensacola State College
2401,"Liberal Arts and Sciences, General Studies and Humanities.",136473,2,Public,1,2,32795.0,414.0,5500.0,58.0,Pensacola State College
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",136473,1,Public,1,2,58796.0,142.0,8434.0,89.0,Pensacola State College
5202,"Business Administration, Management and Operations.",136473,1,Public,1,3,46039.0,51.0,7250.0,77.0,Pensacola State College
2401,"Liberal Arts and Sciences, General Studies and Humanities.",136516,3,Public,1,2,36085.0,379.0,6599.0,70.0,Polk State College
4301,Criminal Justice and Corrections.,136516,3,Public,1,3,43573.0,22.0,12998.0,138.0,Polk State College
5108,Allied Health and Medical Assisting Services.,136516,1,Public,1,2,42879.0,27.0,13000.0,138.0,Polk State College
5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",136516,1,Public,1,2,51893.0,40.0,10750.0,114.0,Polk State College
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",136516,3,Public,1,2,63388.0,74.0,9750.0,103.0,Polk State College
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",136516,3,Public,1,3,79822.0,30.0,14022.0,149.0,Polk State College
5202,"Business Administration, Management and Operations.",136516,3,Public,1,3,45508.0,153.0,16561.0,176.0,Polk State College
1003,Graphic Communications.,136774,1,"Private, nonprofit",1,3,69773.0,88.0,27000.0,286.0,Ringling College of Art and Design
5004,Design and Applied Arts.,136774,1,"Private, nonprofit",1,3,43045.0,184.0,27000.0,286.0,Ringling College of Art and Design
5006,Film/Video and Photographic Arts.,136774,1,"Private, nonprofit",1,3,17575.0,41.0,27000.0,286.0,Ringling College of Art and Design
0901,Communication and Media Studies.,136950,1,"Private, nonprofit",1,3,48937.0,93.0,25200.0,267.0,Rollins College
1101,"Computer and Information Sciences, General.",136950,1,"Private, nonprofit",1,3,72024.0,18.0,27000.0,286.0,Rollins College
1312,"Teacher Education and Professional Development, Specific Levels and Methods.",136950,1,"Private, nonprofit",1,3,45892.0,20.0,25025.0,265.0,Rollins College
2301,"English Language and Literature, General.",136950,1,"Private, nonprofit",1,3,33649.0,35.0,25040.0,265.0,Rollins College
4201,"Psychology, General.",136950,1,"Private, nonprofit",1,3,39932.0,53.0,26576.0,282.0,Rollins College
4228,"Clinical, Counseling and Applied Psychology.",136950,1,"Private, nonprofit",1,5,45616.0,27.0,61500.0,700.0,Rollins College
4506,Economics.,136950,1,"Private, nonprofit",1,3,69175.0,50.0,24894.0,264.0,Rollins College
4509,International Relations and National Security Studies.,136950,1,"Private, nonprofit",1,3,53145.0,46.0,27000.0,286.0,Rollins College
5009,Music.,136950,1,"Private, nonprofit",1,3,29384.0,36.0,27000.0,286.0,Rollins College
5201,"Business/Commerce, General.",136950,0,"Private, nonprofit",1,3,74225.0,19.0,26000.0,276.0,Rollins College
5202,"Business Administration, Management and Operations.",136950,1,"Private, nonprofit",1,5,84437.0,129.0,41000.0,466.0,Rollins College
5210,Human Resources Management and Services.,136950,1,"Private, nonprofit",1,5,47820.0,29.0,41000.0,466.0,Rollins College
5211,International Business.,136950,1,"Private, nonprofit",1,3,57017.0,59.0,25000.0,265.0,Rollins College
1101,"Computer and Information Sciences, General.",137032,1,"Private, nonprofit",1,3,69668.0,129.0,33626.0,356.0,Saint Leo University
1301,"Education, General.",137032,3,"Private, nonprofit",1,5,63526.0,89.0,51901.0,590.0,Saint Leo University
1304,Educational Administration and Supervision.,137032,1,"Private, nonprofit",1,5,61159.0,79.0,51250.0,583.0,Saint Leo University
1312,"Teacher Education and Professional Development, Specific Levels and Methods.",137032,1,"Private, nonprofit",1,3,43729.0,121.0,17380.0,184.0,Saint Leo University
2401,"Liberal Arts and Sciences, General Studies and Humanities.",137032,3,"Private, nonprofit",1,2,45328.0,319.0,24000.0,254.0,Saint Leo University
2401,"Liberal Arts and Sciences, General Studies and Humanities.",137032,3,"Private, nonprofit",1,3,45963.0,38.0,27456.0,291.0,Saint Leo University
2601,"Biology, General.",137032,1,"Private, nonprofit",1,3,42581.0,28.0,24125.0,256.0,Saint Leo University
3105,Health and Physical Education/Fitness.,137032,1,"Private, nonprofit",1,3,42093.0,42.0,25000.0,265.0,Saint Leo University
3906,Theological and Ministerial Studies.,137032,3,"Private, nonprofit",1,5,53456.0,21.0,50526.0,575.0,Saint Leo University
4201,"Psychology, General.",137032,3,"Private, nonprofit",1,3,35931.0,306.0,25600.0,271.0,Saint Leo University
4301,Criminal Justice and Corrections.,137032,3,"Private, nonprofit",1,2,58008.0,24.0,29500.0,313.0,Saint Leo University
4301,Criminal Justice and Corrections.,137032,3,"Private, nonprofit",1,3,49948.0,498.0,25620.0,272.0,Saint Leo University
4301,Criminal Justice and Corrections.,137032,1,"Private, nonprofit",1,5,54251.0,185.0,56375.0,641.0,Saint Leo University
4400,"Human Services, General.",137032,3,"Private, nonprofit",1,3,32781.0,96.0,28125.0,298.0,Saint Leo University
4407,Social Work.,137032,1,"Private, nonprofit",1,3,37362.0,128.0,23831.0,253.0,Saint Leo University
4407,Social Work.,137032,3,"Private, nonprofit",1,5,50101.0,52.0,61399.0,698.0,Saint Leo University
4511,Sociology.,137032,3,"Private, nonprofit",1,3,45627.0,73.0,32237.0,342.0,Saint Leo University
5107,Health and Medical Administrative Services.,137032,3,"Private, nonprofit",1,3,48651.0,157.0,32375.0,343.0,Saint Leo University
5202,"Business Administration, Management and Operations.",137032,3,"Private, nonprofit",1,2,43383.0,37.0,31437.0,333.0,Saint Leo University
5202,"Business Administration, Management and Operations.",137032,1,"Private, nonprofit",1,3,52962.0,417.0,26727.0,283.0,Saint Leo University
5202,"Business Administration, Management and Operations.",137032,3,"Private, nonprofit",1,5,70283.0,768.0,56375.0,641.0,Saint Leo University
5203,Accounting and Related Services.,137032,3,"Private, nonprofit",1,3,57939.0,177.0,25000.0,265.0,Saint Leo University
5203,Accounting and Related Services.,137032,3,"Private, nonprofit",1,5,68854.0,28.0,41000.0,466.0,Saint Leo University
5210,Human Resources Management and Services.,137032,3,"Private, nonprofit",1,3,55624.0,100.0,35500.0,376.0,Saint Leo University
5214,Marketing.,137032,1,"Private, nonprofit",1,3,49078.0,50.0,24244.0,257.0,Saint Leo University
0183,Veterinary/Animal Health Technologies/Technicians.,137078,3,Public,1,2,33728.0,30.0,15250.0,162.0,St Petersburg College
0183,Veterinary/Animal Health Technologies/Technicians.,137078,3,Public,1,3,42382.0,16.0,25404.0,269.0,St Petersburg College
1102,Computer Programming.,137078,3,Public,1,2,54462.0,17.0,13683.0,145.0,St Petersburg College
1108,Computer Software and Media Applications.,137078,1,Public,1,2,29994.0,22.0,16573.0,176.0,St Petersburg College
1110,Computer/Information Technology Administration and Management.,137078,2,Public,1,2,54685.0,36.0,16377.0,174.0,St Petersburg College
1110,Computer/Information Technology Administration and Management.,137078,3,Public,1,3,58990.0,78.0,26285.0,279.0,St Petersburg College
1312,"Teacher Education and Professional Development, Specific Levels and Methods.",137078,3,Public,1,3,47672.0,40.0,19000.0,201.0,St Petersburg College
1399,"Education, Other.",137078,3,Public,1,3,38737.0,28.0,27072.0,287.0,St Petersburg College
2203,Legal Support Services.,137078,1,Public,1,3,42067.0,28.0,24050.0,255.0,St Petersburg College
2401,"Liberal Arts and Sciences, General Studies and Humanities.",137078,3,Public,1,2,38885.0,911.0,12000.0,127.0,St Petersburg College
4399,"Homeland Security, Law Enforcement, Firefighting and Related Protective Services, Other.",137078,3,Public,1,3,50049.0,36.0,30000.0,318.0,St Petersburg College
5106,Dental Support Services and Allied Professions.,137078,2,Public,1,3,46991.0,17.0,17428.0,185.0,St Petersburg College
5107,Health and Medical Administrative Services.,137078,1,Public,1,1,37670.0,20.0,16766.0,178.0,St Petersburg College
5107,Health and Medical Administrative Services.,137078,3,Public,1,2,37303.0,52.0,27644.0,293.0,St Petersburg College
5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",137078,1,Public,1,2,60493.0,37.0,12757.0,135.0,St Petersburg College
5122,Public Health.,137078,3,Public,1,3,47932.0,48.0,27026.0,287.0,St Petersburg College
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",137078,2,Public,1,2,64709.0,99.0,15750.0,167.0,St Petersburg College
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",137078,2,Public,1,3,75584.0,145.0,15578.0,165.0,St Petersburg College
5202,"Business Administration, Management and Operations.",137078,1,Public,1,2,42956.0,32.0,19868.0,211.0,St Petersburg College
5202,"Business Administration, Management and Operations.",137078,3,Public,1,3,51405.0,178.0,28015.0,297.0,St Petersburg College
0109,Animal Sciences.,137096,2,Public,1,2,31074.0,17.0,14190.0,150.0,Santa Fe College
2401,"Liberal Arts and Sciences, General Studies and Humanities.",137096,2,Public,1,2,40559.0,135.0,8404.0,89.0,Santa Fe College
5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",137096,2,Public,1,2,52686.0,34.0,17173.0,182.0,Santa Fe College
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",137096,2,Public,1,2,62717.0,43.0,12000.0,127.0,Santa Fe College
5202,"Business Administration, Management and Operations.",137096,2,Public,1,3,42479.0,21.0,18952.0,201.0,Santa Fe College
1101,"Computer and Information Sciences, General.",137209,3,Public,1,3,70647.0,84.0,13618.0,144.0,Seminole State College of Florida
2203,Legal Support Services.,137209,1,Public,1,2,41605.0,21.0,22137.0,235.0,Seminole State College of Florida
2401,"Liberal Arts and Sciences, General Studies and Humanities.",137209,3,Public,1,2,38058.0,1378.0,9124.0,97.0,Seminole State College of Florida
4301,Criminal Justice and Corrections.,137209,3,Public,1,2,40823.0,46.0,10980.0,116.0,Seminole State College of Florida
5108,Allied Health and Medical Assisting Services.,137209,1,Public,1,2,37415.0,28.0,10773.0,114.0,Seminole State College of Florida
5109,"Allied Health Diagnostic, Intervention, and Treatment Professions.",137209,1,Public,1,2,47013.0,107.0,12607.0,134.0,Seminole State College of Florida
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",137209,1,Public,1,2,64227.0,239.0,10750.0,114.0,Seminole State College of Florida
5202,"Business Administration, Management and Operations.",137209,1,Public,1,2,29463.0,50.0,21250.0,225.0,Seminole State College of Florida
5212,Management Information Systems and Services.,137209,3,Public,1,3,52230.0,93.0,13865.0,147.0,Seminole State College of Florida
1312,"Teacher Education and Professional Development, Specific Levels and Methods.",137281,1,Public,1,3,43092.0,31.0,12500.0,133.0,Saint Johns River State College
2401,"Liberal Arts and Sciences, General Studies and Humanities.",137281,3,Public,1,2,36166.0,357.0,9167.0,97.0,Saint Johns River State College
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",137281,1,Public,1,2,56945.0,90.0,14250.0,151.0,Saint Johns River State College
5202,"Business Administration, Management and Operations.",137281,2,Public,1,3,48945.0,44.0,29239.0,310.0,Saint Johns River State College
0301,Natural Resources Conservation and Research.,137351,1,Public,1,3,42843.0,136.0,17500.0,186.0,University of South Florida
0402,Architecture.,137351,1,Public,1,5,59406.0,64.0,59989.0,682.0,University of South Florida
0901,Communication and Media Studies.,137351,1,Public,1,3,43325.0,350.0,18323.0,194.0,University of South Florida
1101,"Computer and Information Sciences, General.",137351,2,Public,1,3,79104.0,210.0,22500.0,239.0,University of South Florida
1105,Computer Systems Analysis.,137351,2,Public,1,5,109640.0,29.0,24256.0,276.0,University of South Florida
1303,Curriculum and Instruction.,137351,3,Public,1,5,49308.0,82.0,28570.0,325.0,University of South Florida
1303,Curriculum and Instruction.,137351,3,Public,1,6,69773.0,51.0,67058.0,763.0,University of South Florida
1304,Educational Administration and Supervision.,137351,2,Public,1,5,66836.0,61.0,43148.0,491.0,University of South Florida
1310,Special Education and Teaching.,137351,2,Public,1,5,51404.0,53.0,38277.0,435.0,University of South Florida
1311,Student Counseling and Personnel Services.,137351,1,Public,1,5,49873.0,37.0,46889.0,533.0,University of South Florida
1312,"Teacher Education and Professional Development, Specific Levels and Methods.",137351,1,Public,1,3,45537.0,335.0,18577.0,197.0,University of South Florida
1312,"Teacher Education and Professional Development, Specific Levels and Methods.",137351,2,Public,1,5,50227.0,79.0,37750.0,429.0,University of South Florida
1313,"Teacher Education and Professional Development, Specific Subject Areas.",137351,1,Public,1,3,46087.0,193.0,17916.0,190.0,University of South Florida
1313,"Teacher Education and Professional Development, Specific Subject Areas.",137351,1,Public,1,5,52517.0,117.0,36034.0,410.0,University of South Florida
1407,Chemical Engineering.,137351,1,Public,1,3,78184.0,73.0,23000.0,244.0,University of South Florida
1408,Civil Engineering.,137351,1,Public,1,3,75400.0,81.0,21625.0,229.0,University of South Florida
1409,Computer Engineering.,137351,1,Public,1,3,87402.0,43.0,23172.0,246.0,University of South Florida
1410,"Electrical, Electronics and Communications Engineering.",137351,1,Public,1,3,82809.0,93.0,23500.0,249.0,University of South Florida
1419,Mechanical Engineering.,137351,1,Public,1,3,81750.0,141.0,22586.0,239.0,University of South Florida
1435,Industrial Engineering.,137351,1,Public,1,3,73234.0,45.0,20521.0,218.0,University of South Florida
2301,"English Language and Literature, General.",137351,1,Public,1,3,35281.0,186.0,16500.0,175.0,University of South Florida
2401,"Liberal Arts and Sciences, General Studies and Humanities.",137351,1,Public,1,3,45069.0,142.0,23446.0,249.0,University of South Florida
2501,Library Science and Administration.,137351,3,Public,1,5,48023.0,83.0,34910.0,397.0,University of South Florida
2601,"Biology, General.",137351,1,Public,1,3,42562.0,427.0,18273.0,194.0,University of South Florida
2605,Microbiological Sciences and Immunology.,137351,1,Public,1,3,52436.0,25.0,19000.0,201.0,University of South Florida
2699,"Biological and Biomedical Sciences, Other.",137351,3,Public,1,5,59775.0,96.0,28286.0,322.0,University of South Florida
2701,Mathematics.,137351,1,Public,1,3,46851.0,35.0,21502.0,228.0,University of South Florida
3033,Sustainability Studies.,137351,2,Public,1,5,46015.0,21.0,29657.0,337.0,University of South Florida
3105,Health and Physical Education/Fitness.,137351,1,Public,1,5,71569.0,43.0,25778.0,293.0,University of South Florida
4005,Chemistry.,137351,1,Public,1,3,43755.0,36.0,16750.0,178.0,University of South Florida
4006,Geological and Earth Sciences/Geosciences.,137351,1,Public,1,3,55434.0,26.0,24405.0,259.0,University of South Florida
4008,Physics.,137351,1,Public,1,3,72524.0,20.0,17599.0,187.0,University of South Florida
4201,"Psychology, General.",137351,1,Public,1,3,40991.0,573.0,17651.0,187.0,University of South Florida
4299,"Psychology, Other.",137351,1,Public,1,5,57443.0,25.0,29953.0,341.0,University of South Florida
4301,Criminal Justice and Corrections.,137351,3,Public,1,5,58804.0,38.0,39162.0,445.0,University of South Florida
4400,"Human Services, General.",137351,1,Public,1,3,41105.0,83.0,17750.0,188.0,University of South Florida
4407,Social Work.,137351,1,Public,1,3,40510.0,66.0,15727.0,167.0,University of South Florida
4407,Social Work.,137351,3,Public,1,5,51647.0,89.0,30750.0,350.0,University of South Florida
4501,"Social Sciences, General.",137351,3,Public,1,3,42070.0,166.0,20500.0,217.0,University of South Florida
4502,Anthropology.,137351,1,Public,1,3,34426.0,86.0,19027.0,202.0,University of South Florida
4504,Criminology.,137351,3,Public,1,3,45443.0,376.0,17464.0,185.0,University of South Florida
4506,Economics.,137351,1,Public,1,3,54558.0,83.0,18649.0,198.0,University of South Florida
4509,International Relations and National Security Studies.,137351,1,Public,1,3,43832.0,137.0,16204.0,172.0,University of South Florida
4510,Political Science and Government.,137351,1,Public,1,3,47577.0,147.0,17900.0,190.0,University of South Florida
4511,Sociology.,137351,1,Public,1,3,42276.0,82.0,18062.0,191.0,University of South Florida
5003,Dance.,137351,1,Public,1,3,18101.0,18.0,21927.0,232.0,University of South Florida
5004,Design and Applied Arts.,137351,1,Public,1,3,41031.0,18.0,17000.0,180.0,University of South Florida
5005,Drama/Theatre Arts and Stagecraft.,137351,1,Public,1,3,31041.0,34.0,22342.0,237.0,University of South Florida
5007,Fine and Studio Arts.,137351,1,Public,1,3,30996.0,85.0,22457.0,238.0,University of South Florida
5007,Fine and Studio Arts.,137351,1,Public,1,5,36542.0,19.0,19504.0,222.0,University of South Florida
5100,"Health Services/Allied Health/Health Sciences, General.",137351,3,Public,1,3,48090.0,458.0,19948.0,211.0,University of South Florida
5102,Communication Disorders Sciences and Services.,137351,1,Public,1,3,41520.0,161.0,17750.0,188.0,University of South Florida
5102,Communication Disorders Sciences and Services.,137351,2,Public,1,5,59531.0,44.0,50555.0,575.0,University of South Florida
5102,Communication Disorders Sciences and Services.,137351,1,Public,1,6,79994.0,20.0,46914.0,534.0,University of South Florida
5112,Medicine.,137351,1,Public,1,7,88273.0,238.0,180457.0,2053.0,University of South Florida
5122,Public Health.,137351,3,Public,1,3,46614.0,275.0,19250.0,204.0,University of South Florida
5122,Public Health.,137351,1,Public,1,5,70137.0,189.0,38100.0,433.0,University of South Florida
5122,Public Health.,137351,2,Public,1,6,71088.0,20.0,34545.0,393.0,University of South Florida
5123,Rehabilitation and Therapeutic Professions.,137351,1,Public,1,5,45446.0,48.0,59036.0,672.0,University of South Florida
5127,Medical Illustration and Informatics.,137351,3,Public,1,5,83943.0,60.0,34129.0,388.0,University of South Florida
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",137351,3,Public,1,3,73237.0,384.0,15250.0,162.0,University of South Florida
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",137351,2,Public,1,5,111011.0,376.0,52931.0,602.0,University of South Florida
5138,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",137351,1,Public,1,6,123008.0,21.0,38646.0,440.0,University of South Florida
5201,"Business/Commerce, General.",137351,1,Public,1,3,50844.0,315.0,17750.0,188.0,University of South Florida
5202,"Business Administration, Management and Operations.",137351,1,Public,1,3,51477.0,104.0,18750.0,199.0,University of South Florida
5202,"Business Administration, Management and Operations.",137351,2,Public,1,5,86613.0,229.0,32976.0,375.0,University of South Florida
5203,Accounting and Related Services.,137351,3,Public,1,3,61900.0,274.0,17529.0,186.0,University of South Florida
5203,Accounting and Related Services.,137351,1,Public,1,5,84762.0,61.0,18980.0,216.0,University of South Florida
5208,Finance and Financial Management Services.,137351,1,Public,1,3,63000.0,316.0,16691.0,177.0,University of South Florida
5209,Hospitality Administration/Management.,137351,1,Public,1,3,43059.0,37.0,20997.0,223.0,University of South Florida
5211,International Business.,137351,1,Public,1,3,53207.0,48.0,17343.0,184.0,University of South Florida
5212,Management Information Systems and Services.,137351,1,Public,1,3,68866.0,150.0,16578.0,176.0,University of South Florida
5214,Marketing.,137351,1,Public,1,3,54019.0,322.0,16703.0,177.0,University of South Florida
5401,History.,137351,1,Public,1,3,38900.0,126.0,17624.0,187.0,University of South Florida
1304,Educational Administration and Supervision.,137476,2,"Private, nonprofit",1,5,62011.0,36.0,30750.0,350.0,St. Thomas University
2201,Law.,137476,0,"Private, nonprofit",1,6,71477.0,296.0,166022.0,1889.0,St. Thomas University
4301,Criminal Justice and Corrections.,137476,1,"Private, nonprofit",1,3,44795.0,26.0,25000.0,265.0,St. Thomas University
5202,"Business Administration, Management and Operations.",137476,2,"Private, nonprofit",1,3,52635.0,61.0,17234.0,183.0,St. Thomas University
5202,"Business Administration, Management and Operations.",137476,1,"Private, nonprofit",1,5,57165.0,80.0,29273.0,333.0,St. Thomas University
5203,Accounting and Related Services.,137476,1,"Private, nonprofit",1,5,77922.0,18.0,40196.0,457.0,St. Thomas University
0901,Communication and Media Studies.,137546,1,"Private, nonprofit",1,3,47186.0,17.0,27000.0,286.0,Stetson University
1304,Educational Administration and Supervision.,137546,1,"Private, nonprofit",1,5,62852.0,49.0,20500.0,233.0,Stetson University
1312,"Teacher Education and Professional Development, Specific Levels and Methods.",137546,1,"Private, nonprofit",1,3,46344.0,20.0,26000.0,276.0,Stetson University
2201,Law.,137546,1,"Private, nonprofit",1,7,83382.0,429.0,142533.0,1621.0,Stetson University
2601,"Biology, General.",137546,1,"Private, nonprofit",1,3,38017.0,17.0,26915.0,285.0,Stetson University
3105,Health and Physical Education/Fitness.,137546,1,"Private, nonprofit",1,3,44790.0,20.0,25000.0,265.0,Stetson University
4201,"Psychology, General.",137546,1,"Private, nonprofit",1,3,41640.0,76.0,23250.0,246.0,Stetson University
4510,Political Science and Government.,137546,1,"Private, nonprofit",1,3,48614.0,23.0,23750.0,252.0,Stetson University
5001,"Visual and Performing Arts, General.",137546,1,"Private, nonprofit",1,3,39043.0,16.0,27000.0,286.0,Stetson University
5009,Music.,137546,1,"Private, nonprofit",1,3,30783.0,33.0,26000.0,276.0,Stetson University
5100,"Health Services/Allied Health/Health Sciences, General.",137546,1,"Private, nonprofit",1,3,42767.0,30.0,20250.0,215.0,Stetson University
5115,Mental and Social Health Services and Allied Professions.,137546,1,"Private, nonprofit",1,5,46396.0,23.0,66500.0,756.0,Stetson University
5202,"Business Administration, Management and Operations.",137546,1,"Private, nonprofit",1,3,49621.0,56.0,21500.0,228.0,Stetson University
5202,"Business Administration, Management and Operations.",137546,3,"Private, nonprofit",1,5,92286.0,60.0,41000.0,466.0,Stetson University
5203,Accounting and Related Services.,137546,1,"Private, nonprofit",1,3,53588.0,22.0,21875.0,232.0,Stetson University
5208,Finance and Financial Management Services.,137546,1,"Private, nonprofit",1,3,69299.0,46.0,24990.0,265.0,Stetson University
5214,Marketing.,137546,1,"Private, nonprofit",1,3,44717.0,28.0,24750.0,262.0,Stetson University
1304,Educational Administration and Supervision.,137564,1,"Private, nonprofit",1,5,55460.0,19.0,33486.0,381.0,Southeastern University
1312,"Teacher Education and Professional Development, Specific Levels and Methods.",137564,1,"Private, nonprofit",1,3,41514.0,19.0,26500.0,281.0,Southeastern University
1312,"Teacher Education and Professional Development, Specific Levels and Methods.",137564,1,"Private, nonprofit",1,5,49060.0,21.0,28411.0,323.0,Southeastern University
4201,"Psychology, General.",137564,2,"Private, nonprofit",1,3,30003.0,21.0,25000.0,265.0,Southeastern University
